experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
19d7551ac867,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,88,14.209830284118652,0.50709255283711,0.3060449400446284,0,Google has announced that it will be shutting down its smart-messaging service Allo which it launched just over two years ago. The decision comes after the company “paused investment in," the messaging app in late 2012. 

Users will not be able to post their messages and images without their own account.  The company's policy has been to deny users their right to post their own messages or photos for obvious reasons.   The company's CEO said he was saddened by the decision.   This makes me wonder if the company will be able to find a better solution to their woes. 

Here are a few things that may be in the works:

1) Allo may be shut down in 2014.",
f8159daab29c,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,59,18.88524055480957,-0.8451542547285166,0.800987640246531,0,"Two bedrooms home on a corner lot. Two car detached garage. Nice covered front porch. Seller will not complete any repairs to the subject property, either lender or buyer requested.","

Fishing pond and backyard at the property.  In addition to the yard, the property has a small swimming pool for visitors.   The property is listed as being part of the Fish and Game Reserve.  

Two separate bedrooms off the property.   Three bedrooms have a kitchen and 2 bedroom basement.   

Two two-room units with two bedrooms and 2 full baths.",
65140b4a2426,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,83,19.727981567382812,-0.5345224838248488,0.7035099509912867,0,Hi. Does Asus ever plan to update the intel and nvidia display drivers on the UL30VT laptop? The only downloadable drivers from the Asus website are at least 3 years," old and if the intel and nvidia drivers are still around then it is impossible for ASUS to fully update them.  I wonder what the Nvidia drivers look like using some version of the latest drivers? 

Thank you

Xavier G. 

Joined: 22 Jul 2006

Posts: 1538


Joined: 22 Jul 2006Posts: 1538 Posted: Fri Dec 27,  2007 2:55 pm Post subject: Re: Asus UL30VT laptop...

_________________

Hi Xavier, Does Asus ever plan to  update the intel and nvidia display drivers on the UL30VT laptop?",
eb37e6620af3,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,64,19.05633544921875,-0.7559289460184544,0.7751541010155545,0,"Do you remember the game from this fragment of box art? Leave your answer in the comments! For those curious as to what last Friday's Remember This game was, it"," was released in December 2013.  I was sitting in the basement at my job at a video game studio about 15 years ago when one of the guys who worked on the game called me  in to say ""Hey, I'm from California.  I worked on the game that we are now working on.   It  has changed our lives forever.   Please come and see us!""",
b9f18c999695,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,80,9.31523609161377,-0.7559289460184544,0.7751541010155545,0,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS"," SEPARATELY.  ALL LOTS ARE SOLD UNDER DIRECT OR INDIRECT CONNECTION WITH OUR RESTRICTIONS.  SEPARATELY OR INDIRECT CONNECTION WITH OUR RESTRICTIONS.  If you do not agree with any of the Terms, all rights reserved by us, and those reserved by you and the third party may be held by  the person that has custody or control of your personal space within the state of Washington, DC.   EACH LOT IS SOLD AS AN ENTIRE RULER OF ALL WARRANTIES OF TITLE, NON-INFRINGEMENT, CONN",
d55859743d41,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,57,25.804603576660156,-0.5345224838248488,0.7035099509912867,0,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and"," Maria (Perel) Krause.  He was preceded in death by his wife Anne (Hans) Krause, 6, of Bremen; sister Maria Krause and sister H ilda (Cheri) Krause.  He is survived by two stepmommy daughters, G ika (Nika) Krause and Alyssa (Epperson), 6,  of Waikiki, and sisters Laura (Lorenstein) and Lila (Rigault); brother E. Epperson died on Aug .",
5a4e4e2b1c5f,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,86,17.94769859313965,-0.6546536707079772,0.7436546198690384,0,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well a"," many non-profits, held demonstrations on July 25. 

For the last four months, the government of South Korea has sent dozens of U.S. troops in to help in counter-measures against  the North Korean aggression.  They were deployed on Aug. 20 and 21 in response to a threat by the South to impose a blockade of the North Korean port city of Jang ju to allow for military travel to the United States and other Asian nations.  This move was intended to prevent the North from obtaining arms.",
ac260d4a9022,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,97,13.600123405456543,-0.6546536707079772,0.7436546198690384,0,Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST. The Rams advanced to," the Super Bowl by 1 point or less. 

""I've played all the way across the country, but one of my favorite parts of this year's NFL season was watching this team win  its first Super Bowl,"" New England coach Bill Belichick said on a conference call with reporters from the NFL's New England Patriots and New England Herald on Monday .  ""We are seeing a lot of excitement in the city of Los Angeles, and we're talking about our season, our fans.  We have a tremendous amount of energy and a massive fan",
5b23d3270cf0,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,46,19.03013801574707,-0.7559289460184544,0.7751541010155545,0,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything. AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the"," club as the latest additions in the world of the game.  The club can't miss a thing. 

Follow us on twitter @Football_Weekly

Want to see a podcast on our way?  The Daily Mail can't do it!   Subscribe for free to our YouTube Channel - http://t.me/Football_Weekly_Mornings .",
0a3d28b9de0e,gpt2,SEMSTAMP,"lsh_dim=3, max_rej=1",generated_watermarked,Clean,N/A,111,19.55794906616211,-0.7559289460184544,0.7751541010155545,0,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more. The hotel"," a full suite of high-end, high-tech amenities and luxury cabin rooms in an elegant, modern setting.  A total of seven VIP rooms have been selected for guests to participate in an experience that offers the highest levels of entertainment while also maintaining an immersive experience. 

The luxury hotel and spa accommodations are available for your group with the choice to go in different orientations, or for a group to be taken  on a private tour of the hotel.   It is available for your group ",
